Ax,Ay,Az,Gx,Gy,Gz,time
0.5746083984375,0.19871873779296872,9.351751684570312,-2.1374045801526718,-1.8778625954198473,0.46564885496183206,1588106041.1514597
0.6631938598632812,0.2657563842773437,9.279925634765624,-2.236641221374046,-1.8702290076335877,0.4198473282442748,1588106041.1668444
0.7038952880859375,0.24181436767578124,9.220070593261719,-2.2977099236641223,-1.6564885496183206,0.4732824427480916,1588106041.182694
0.7206546997070312,0.2346317626953125,9.284714038085937,-2.1526717557251906,-1.4198473282442747,0.4351145038167939,1588106041.1980414
0.6679822631835937,0.26336218261718747,9.313444458007812,-2.0610687022900764,-1.6870229007633588,0.3435114503816794,1588106041.213401
0.6392518432617187,0.2609679809570312,9.306261853027344,-2.1526717557251906,-1.465648854961832,0.366412213740458,1588106041.2288866
0.5722141967773438,0.2059013427734375,9.354145886230468,-2.2061068702290076,-1.534351145038168,0.40458015267175573,1588106041.2441974
0.6679822631835937,0.2825157958984375,9.291896643066405,-2.2519083969465647,-1.633587786259542,0.46564885496183206,1588106041.259584
0.6607996582031249,0.18435352783203124,9.291896643066405,-2.2061068702290076,-1.8244274809160306,0.5419847328244275,1588106041.2757225
0.6368576416015624,0.22026655273437498,9.337386474609374,-2.2519083969465647,-1.5954198473282444,0.3435114503816794,1588106041.2909951
0.7637503295898437,0.19153613281249998,9.306261853027344,-2.2442748091603053,-1.9312977099236641,0.5038167938931297,1588106041.3062067
0.737414111328125,0.27293898925781246,9.320627062988281,-2.16793893129771,-1.6793893129770991,0.3816793893129771,1588106041.3214872
0.6560112548828124,0.28490999755859375,9.344569079589844,-2.045801526717557,-1.786259541984733,0.5648854961832062,1588106041.3368888
0.6631938598632812,0.18435352783203124,9.248801013183593,-2.0839694656488548,-1.4274809160305344,0.4122137404580153,1588106041.3520644
0.6488286499023437,0.22505495605468748,9.279925634765624,-2.213740458015267,-1.748091603053435,0.4122137404580153,1588106041.36732
0.6751648681640625,0.22026655273437498,9.265560424804686,-2.2213740458015265,-1.618320610687023,0.33587786259541985,1588106041.3825657
0.6153098266601562,0.2442085693359375,9.251195214843749,-2.2290076335877864,-1.6793893129770991,0.3969465648854962,1588106041.3978252
0.6655880615234374,0.2537853759765625,9.303867651367186,-2.267175572519084,-1.7099236641221374,0.40458015267175573,1588106041.413122
0.6847416748046875,0.1580173095703125,9.318232861328125,-2.114503816793893,-1.549618320610687,0.40458015267175573,1588106041.4285855
0.6871358764648438,0.24660277099609373,9.255983618164063,-2.3893129770992365,-1.6717557251908397,0.5114503816793893,1588106041.4599485
0.6105214233398437,0.2346317626953125,9.3086560546875,-2.099236641221374,-1.5954198473282444,0.5419847328244275,1588106041.476298
0.6943184814453125,0.20829554443359374,9.366116894531249,-2.267175572519084,-1.4580152671755726,0.5038167938931297,1588106041.4913907
