Ax,Ay,Az,Gx,Gy,Gz,time
0.5051765502929687,0.201112939453125,9.476250170898437,-2.282442748091603,-1.9236641221374047,0.5725190839694656,1588106719.006864
0.6440402465820312,0.19393033447265623,9.303867651367186,-2.1755725190839694,-1.8473282442748091,0.648854961832061,1588106719.0236716
0.6536170532226562,0.23223756103515625,9.270348828125,-2.4427480916030535,-1.5801526717557253,0.37404580152671757,1588106719.0403185
0.679953271484375,0.35194764404296874,9.4618849609375,-2.3587786259541983,-1.5954198473282444,0.2748091603053435,1588106719.057234
0.6775590698242188,0.2825157958984375,9.244012609863281,-2.33587786259542,-1.6488549618320612,0.4961832061068702,1588106719.0742707
0.6392518432617187,0.316034619140625,9.406818322753905,-2.2595419847328246,-1.5954198473282444,0.1984732824427481,1588106719.0911984
0.5793968017578125,0.2753331909179687,9.203311181640624,-2.427480916030534,-1.4045801526717556,0.46564885496183206,1588106719.1085243
0.5243301635742187,0.296881005859375,9.435548742675781,-2.6030534351145036,-1.9083969465648856,0.45038167938931295,1588106719.125386
0.5985504150390625,0.44532150878906246,9.222464794921875,-2.4885496183206106,-1.786259541984733,0.5725190839694656,1588106719.1418476
0.8116343627929687,0.2154781494140625,9.399635717773437,-2.267175572519084,-2.0,0.13740458015267176,1588106719.1571121
0.7900865478515624,0.12449848632812499,9.217676391601563,-1.9618320610687023,-1.3282442748091603,-0.030534351145038167,1588106719.174517
0.4477157104492187,0.02633621826171875,9.502586389160156,-1.7709923664122138,-1.3435114503816794,0.4732824427480916,1588106719.1898015
0.45010991210937495,0.3136404174804687,9.246406811523437,-2.183206106870229,-2.213740458015267,0.33587786259541985,1588106719.204839
0.49320554199218747,0.36391865234375,9.284714038085937,-2.450381679389313,-1.4274809160305344,0.19083969465648856,1588106719.2202654
0.38307226562499996,0.12449848632812499,9.524134204101562,-2.236641221374046,-2.564885496183206,0.6412213740458015,1588106719.235317
0.8164227661132812,0.15562310791015624,9.160215551757812,-1.9389312977099236,-1.6564885496183206,0.9389312977099237,1588106719.2506144
0.814028564453125,0.4285620971679687,9.459490759277344,-2.1755725190839694,-1.8396946564885497,0.1297709923664122,1588106719.265867
0.9313444458007812,0.411802685546875,9.229647399902344,-2.49618320610687,-1.2366412213740459,0.2824427480916031,1588106719.2811015
0.8212111694335937,0.18914193115234373,9.428366137695312,-2.114503816793893,-0.7251908396946565,-0.04580152671755725,1588106719.2964401
0.565031591796875,0.15083470458984374,9.3086560546875,-2.1755725190839694,-2.312977099236641,0.732824427480916,1588106719.3279233
0.46686932373046874,0.2442085693359375,9.239224206542968,-2.5114503816793894,-1.8244274809160306,-0.04580152671755725,1588106719.3436418
0.5003881469726562,0.05027823486328125,9.382876306152344,-2.030534351145038,-2.5267175572519083,0.9847328244274809,1588106719.3587604
0.6584054565429687,0.28012159423828126,9.169792358398437,-2.1374045801526718,-1.4427480916030535,0.21374045801526717,1588106719.373827
0.9241618408203125,0.373495458984375,9.4618849609375,-2.5572519083969465,-2.053435114503817,0.3435114503816794,1588106719.3906896
0.9624690673828125,0.181959326171875,9.200916979980468,-2.282442748091603,-0.9465648854961832,0.5725190839694656,1588106719.4059181
0.6631938598632812,0.15083470458984374,9.440337145996093,-2.0076335877862594,-1.2748091603053435,0.015267175572519083,1588106719.4212437
0.29927520751953124,0.22026655273437498,9.107543115234375,-1.8244274809160306,-1.3282442748091603,0.9389312977099237,1588106719.4364781
0.507570751953125,0.3711012573242187,9.440337145996093,-2.450381679389313,-1.7251908396946565,0.022900763358778626,1588106719.4514916
0.49320554199218747,0.22505495605468748,9.380482104492186,-2.198473282442748,-2.2748091603053435,0.35877862595419846,1588106719.4667332
0.5817910034179687,0.2920926025390625,9.356540087890625,-2.2977099236641223,-1.5954198473282444,0.8702290076335878,1588106719.4818468
0.6512228515624999,0.40462008056640625,9.387664709472656,-2.3740458015267176,-2.0,0.022900763358778626,1588106719.4970503
0.9145850341796874,0.3064578125,9.222464794921875,-2.2519083969465647,-1.618320610687023,0.21374045801526717,1588106719.5122397
0.7900865478515624,0.16519991455078123,9.184157568359375,-2.2748091603053435,-0.6106870229007634,-0.07633587786259542,1588106719.535084
0.469263525390625,0.105344873046875,9.327809667968749,-1.7709923664122138,-1.4732824427480915,0.7099236641221374,1588106719.5503616
0.4955997436523437,0.28490999755859375,9.196128576660156,-2.068702290076336,-1.9465648854961832,0.7099236641221374,1588106719.565606
0.47644613037109373,0.3854664672851562,9.399635717773437,-2.480916030534351,-1.8091603053435115,-0.20610687022900764,1588106719.5807917
0.5578489868164063,0.1580173095703125,9.270348828125,-2.183206106870229,-2.053435114503817,0.8549618320610687,1588106719.5959733
0.7685387329101562,0.2059013427734375,9.356540087890625,-2.0,-2.267175572519084,0.6183206106870229,1588106719.6111827
0.8403647827148437,0.4572925170898437,9.327809667968749,-2.5343511450381677,-1.6259541984732824,0.10687022900763359,1588106719.6264882
0.8403647827148437,0.13168109130859373,9.414000927734374,-2.435114503816794,-1.5114503816793894,0.6793893129770993,1588106719.6415658
0.7038952880859375,0.08140285644531249,9.354145886230468,-1.748091603053435,-0.9694656488549618,0.4732824427480916,1588106719.6568995
0.5770026000976562,0.46686932373046874,9.363722692871093,-2.236641221374046,-2.2061068702290076,0.6030534351145038,1588106719.6722448
